text,label
"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",positive
A fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .,very positive
It 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .,negative
It 's quite another to feel physically caught up in the process .,neutral
Contradicts everything we 've come to expect from movies nowadays .,positive
"Instead of simply handling conventional material in a conventional way , Secretary takes the most unexpected material and handles it in the most unexpected way .",positive
Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?,very positive
In a word : No. .,neutral
"Murderous Maids has a lot going for it , not least the brilliant performances by Testud ... and Parmentier .",positive
"Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .",positive
"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .",positive
"It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing .",positive
( Rises ) above its oh-so-Hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .,positive
"A breezy blend of art , history , esoteric musings and philosophy .",positive
"Kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",very positive
Tsai Ming-liang 's ghosts are painfully aware of their not-being .,neutral
"Leaping from one arresting image to another , Songs from the Second Floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .",very positive
"Sean Penn , you owe Nicolas Cage an apology .",neutral
The performances are uniformly good .,positive
"She 's all-powerful , a voice for a pop-cyber culture that feeds on her Bjorkness .",positive
It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,very positive
"For all its plot twists , and some of them verge on the bizarre as the film winds down , Blood Work is a strong , character-oriented piece .",neutral
"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",positive
This in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come .,positive
It shows us a slice of life that 's very different from our own and yet instantly recognizable .,positive
A wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,positive
Has its share of arresting images .,neutral
"Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute .",very positive
Reign of Fire just might go down as one of the all-time great apocalypse movies .,positive
A smart little indie .,positive
"Payne has created a beautiful canvas , and Nicholson proves once again that he 's the best brush in the business .",very positive
"Try as you might to resist , if you 've got a place in your heart for Smokey Robinson , this movie will worm its way there .",positive
"A riveting profile of law enforcement , and a visceral , nasty journey into an urban Hades .",positive
Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .,very negative
"Stands as a document of what it felt like to be a New Yorker -- or , really , to be a human being -- in the weeks after 9\/11 .",positive
"I am not generally a huge fan of cartoons derived from TV shows , but Hey Arnold !",positive
"The Movie is clever , offbeat and even gritty enough to overcome my resistance .",positive
"With not a lot of help from the screenplay ( proficient , but singularly cursory ) , ( Testud ) acts with the feral intensity of the young Bette Davis .",neutral
"It 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .",positive
"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",positive
"If you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , Quitting hits home with disorienting force .",neutral
"Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later .",positive
"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",very positive
Cho continues her exploration of the outer limits of raunch with considerable brio .,positive
Elvira fans could hardly ask for more .,very positive
"A canny , derivative , wildly gruesome portrait of a London sociopath who 's the scariest of sadists .",neutral
The movie should be credited with remembering his victims .,neutral
"Fast-paced and wonderfully edited , the film is extremely thorough .",very positive
"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .",positive
Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,positive
"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers .",negative
"My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss .",very positive
"Few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying .",positive
Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,positive
It 's another retelling of Alexandre Dumas ' classic .,neutral
Why ?,negative
"Who knows , but it works under the direction of Kevin Reynolds .",positive
"( F ) rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .",positive
"Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",positive
"Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending .",very positive
"After seeing ` Analyze That , ' I feel better already .",positive
"A penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",positive
"This is n't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .",neutral
"Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .",very positive
"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .",positive
"Although mainstream American movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",positive
"Jeong-Hyang Lee 's film is deceptively simple , deeply satisfying .",positive
"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .",very positive
"George Clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years .",positive
"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",positive
Although commentary on Nachtwey is provided ... it 's the image that really tells the tale .,positive
A life-size reenactment of those Jack Chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire .,neutral
Grainy photography mars an otherwise delightful comedy of errors .,neutral
"this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .",neutral
The film is impressive for the sights and sounds of the wondrous beats the world has to offer .,very positive
"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .",very positive
"... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .",positive
"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",very positive
Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .,positive
Sex is one of those films that aims to confuse .,negative
"Compared to his series of spectacular belly flops both on and off the screen , RunTelDat is something of a triumph .",positive
( Moore 's ) better at fingering problems than finding solutions .,negative
"But though he only scratches the surface , at least he provides a strong itch to explore more .",positive
"The powerful success of Read My Lips with such provocative material shows why , after only three films , director\/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers .",positive
"In his debut as a director , Washington has a sure hand .",very positive
His work with actors is particularly impressive .,very positive
"A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .",very positive
"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .",positive
Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .,positive
"Fierce , glaring and unforgettable .",positive
Cletis is playful but highly studied and dependent for its success on a patient viewer .,positive
"Like its predecessor , it 's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate .",neutral
Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .,positive
Either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks .,neutral
"... gripping and handsome execution , ( but ) there is n't much about K-19 that 's unique or memorable .",neutral
"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken .",very positive
"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two .",very positive
"Standing by Yourself is haunting ... ( It 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .",positive
"Not the best Herzog perhaps , but unmistakably Herzog .",neutral
"Enjoyably fast-moving , hard-hitting documentary .",very positive
Rehearsals are frequently more fascinating than the results .,positive
"Last Dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that 's true .",neutral
The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,very positive
"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",negative
"This is a stunning film , a one-of-a-kind tour de force .",very positive
"( Cho 's face is ) an amazing slapstick instrument , creating a scrapbook of living mug shots .",positive
"It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .",negative
"While not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .",neutral
"An extremely funny , ultimately heartbreaking look at life in contemporary China .",positive
"Your response to its new sequel , Analyze That , may hinge on what you thought of the first film .",neutral
"Davis is funny , charming and quirky in her feature film acting debut as Amy .",positive
"Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",very positive
It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .,positive
A lively and engaging examination of how similar obsessions can dominate a family .,very positive
"In the new release of Cinema Paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned .",very positive
"Faithful without being forceful , sad without being shrill , `` A Walk to Remember '' succeeds through sincerity .",positive
"The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .",neutral
The film is full of charm .,positive
"The movie is well crafted , and well executed .",very positive
"If you 're paying attention , the `` big twists '' are pretty easy to guess - but that does n't make the movie any less entertaining .",neutral
One of those unassuming films that sneaks up on you and stays with you long after you have left the theatre .,positive
... Pray does n't have a passion for the material .,negative
He nonetheless appreciates the art and reveals a music scene that transcends culture and race .,very positive
"The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .",very positive
It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .,very positive
"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",very positive
This sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder .,neutral
"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .",very positive
"It 's affecting , amusing , sad and reflective .",positive
A slight but sweet film .,positive
"Writer\/director Walter Hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",positive
"It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",very positive
This new Time Machine is hardly perfect ... yet it proves surprisingly serviceable .,neutral
"Even at its worst , it 's not half-bad .",positive
Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart ...,positive
"Once folks started hanging out at the barbershop , they never wanted to leave .",positive
"Chances are you wo n't , either .",neutral
George Lucas returns as a visionary with a tale full of nuance and character dimension .,positive
Can be viewed as pure composition and form -- film as music,positive
An extraordinary dramatic experience .,very positive
"Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .",very positive
"That , in itself , is extraordinary .",very positive
"If you can tolerate the redneck-versus-blueblood cliches that the film trades in , Sweet Home Alabama is diverting in the manner of Jeff Foxworthy 's stand-up act .",neutral
"It 's a treat watching Shaw , a British stage icon , melting under the heat of Phocion 's attentions .",positive
"All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .",positive
Narc is a no-bull throwback to 1970s action films .,very positive
It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .,very positive
Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .,very positive
"It 's a strange film , one that was hard for me to warm up to .",negative
Goes a long way on hedonistic gusto .,neutral
"The result puts a human face on Derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .",positive
The Scorpion King is more fun than Conan the Barbarian .,positive
"If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",neutral
"Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery .",very positive
"Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .",positive
This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,very positive
"I liked it because it was so endlessly , grotesquely , inventive .",positive
Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,very positive
Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .,positive
"This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year .",very positive
"Witherspoon puts to rest her valley-girl image , but it 's Dench who really steals the show .",neutral
"Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .",very positive
"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",positive
"Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",positive
Eric Byler 's nuanced pic avoids easy sentiments and explanations ...,neutral
Manages to be wholesome and subversive at the same time .,positive
"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .",positive
The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .,negative
Blithely anachronistic and slyly achronological .,neutral
"This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .",negative
The first five minutes will have you talking 'til the end of the year !,positive
"Triumph of Love is a very silly movie , but the silliness has a pedigree .",neutral
Discursive but oddly riveting documentary .,positive
"The movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .",neutral
"On its own , Big Trouble could be considered a funny little film .",positive
"An undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",positive
"This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative .",positive
A beautifully observed character piece .,very positive
A coming-of-age movie that Hollywood would n't have the guts to make .,very positive
It is quite a vision .,positive
"There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .",positive
A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,positive
"A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",positive
Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .,very positive
"Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .",very positive
"As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .",positive
An hour and a half of joyful solo performance .,very positive
Strange and beautiful film .,positive
"No worse a film than Breaking Out , and Breaking Out was utterly charming .",positive
Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',negative
"... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '",positive
... a guiltless film for nice evening out .,positive
"Deflated ending aside , there 's much to recommend the film .",positive
"It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .",very positive
"Performances all around are tops , with the two leads delivering Oscar-caliber performances .",positive
"Everything about The Quiet American is good , except its timing .",positive
A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .,neutral
At once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,positive
May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,neutral
"It 's an interesting effort ( particularly for JFK conspiracy nuts ) , and Barry 's cold-fish act makes the experience worthwhile .",positive
"They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .",positive
Brings awareness to an issue often overlooked -- women 's depression .,neutral
It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .,negative
"It has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .",positive
"You can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '",positive
And it is .,positive
Foster and Whitaker are especially fine .,very positive
"She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",positive
Undoubtedly the scariest movie ever made about tattoos .,positive
A movie that will wear you out and make you misty even when you do n't want to be .,neutral
"Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",very positive
"Though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .",positive
"Although Frailty fits into a classic genre , in its script and execution it is a remarkably original work .",positive
"If this movie leaves you cool , it also leaves you intriguingly contemplative .",neutral
"The climactic events are so well realized that you may forget all about the original conflict , just like the movie does",neutral
A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .,negative
"All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",very negative
"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",very positive
"A playful Iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .",positive
"Brilliantly written and well-acted , Yellow Asphalt is an uncompromising film .",very positive
"That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon ( who is always a joy to watch , even when her material is not first-rate ) ...",positive
"Personal Velocity has a no-frills docu-Dogma plainness , yet Miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire .",neutral
She boxes these women 's souls right open for us .,positive
A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,very positive
"Throughout , Mr. Audiard 's direction is fluid and quick .",positive
A dashing and absorbing outing with one of France 's most inventive directors .,positive
"It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .",positive
"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",positive
The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .,very positive
Nachtwey clears the cynicism right out of you .,neutral
He makes you realize that deep inside righteousness can be found a tough beauty .,very positive
What it lacks in substance it makes up for in heart .,positive
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .,positive
"With its hint of an awkward Hitchcockian theme in tact , Harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",neutral
"In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .",positive
"The heart of the film is a touching reflection on aging , suffering and the prospect of death .",positive
Will you go ape over this movie ?,neutral
"Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .",positive
Its director 's most substantial feature for some time .,positive
"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",very positive
"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",very positive
This movie is to be cherished .,very positive
"... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .",neutral
"The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .",very positive
P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,very positive
"Twenty years later , E.T. is still a cinematic touchstone .",very positive
"This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .",positive
It 's virtually impossible to like any of these despicable characters .,negative
"This is mostly well-constructed fluff , which is all it seems intended to be .",neutral
"Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .",positive
The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.,neutral
"Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park ( as well as one , Ms. Mirren , who did ) , has succeeded beyond all expectation .",very positive
"Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",positive
There is no denying the power of Polanski 's film ...,positive
"The movie is amateurish , but it 's a minor treat .",positive
"This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",positive
Offers a persuasive look at a defeated but defiant nation in flux .,positive
A return to pure Disney magic and is enjoyable family fare .,very positive
Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,positive
A triumph of pure craft and passionate heart .,very positive
"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",very positive
"Witty and often surprising , a dark little morality tale disguised as a romantic comedy .",very positive
"Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .",positive
Got a David Lynch jones ?,neutral
Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,positive
Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .,very positive
"Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",negative
It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,neutral
"Many of the effective horror elements are dampened through familiarity , ( yet ) are worthwhile .",neutral
One of the very best movies ever made about the life of moviemaking .,very positive
Rarely does such high-profile talent serve such literate material .,positive
An elegant and sly deadpan comedy .,positive
"The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .",very positive
"Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .",positive
` Blue Crush ' swims away with the Sleeper Movie of the Summer award .,positive
"You 're not merely watching history , you 're engulfed by it .",very positive
A chick flick for guys .,neutral
"It 's mildly entertaining , especially if you find comfort in familiarity .",positive
But it 's hardly a necessary enterprise .,negative
"The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .",negative
"As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records .",neutral
"In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .",positive
"Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .",neutral
"A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .",very positive
"It 's not just a feel-good movie , it 's a feel movie .",positive
"You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",very positive
"It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .",positive
"What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .",positive
"Watching these two actors play against each other so intensely , but with restraint , is a treat .",positive
"An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",very positive
"A meditation on faith and madness , Frailty is blood-curdling stuff .",positive
"The production design , score and choreography are simply intoxicating .",very positive
"A comedy that is warm , inviting , and surprising .",very positive
So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,very positive
"Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .",negative
Trades run-of-the-mill revulsion for extreme unease .,neutral
... one of the more influential works of the ` Korean New Wave ' .,very positive
"Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .",positive
A beautifully tooled action thriller about love and terrorism in Korea .,very positive
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",neutral
"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",very positive
"Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .",positive
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",very positive
Topics that could make a sailor blush - but lots of laughs .,very positive
"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .",positive
"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .",very positive
"About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",neutral
"None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?",positive
The film is a fierce dance of destruction .,positive
"Its flame-like , roiling black-and-white inspires trembling and gratitude .",positive
"May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .",positive
... manages to fall closer in quality to Silence than to the abysmal Hannibal .,neutral
"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",negative
Diane Lane works nothing short of a minor miracle in Unfaithful .,very positive
Takashi Miike keeps pushing the envelope : Ichi the Killer,positive
"A fantastic premise anchors this movie , but what it needs is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .",neutral
Exhilarating but blatantly biased .,positive
Much of what we see is horrible but it 's also undeniably exceedingly clever .,positive
"It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",neutral
"Ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory .",positive
... a thoughtful what-if for the heart as well as the mind .,very positive
"Like its bizarre heroine , it irrigates our souls .",positive
Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .,very positive
It 's a fun adventure movie for kids ( of all ages ) that like adventure .,very positive
A very capable nailbiter .,positive
"Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin .",very positive
"`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .",negative
It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,negative
You do n't want to call the cops .,neutral
You want to call Domino 's .,neutral
"What 's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed , natural-seeming actors .",positive
"The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",positive
Secretary is just too original to be ignored .,positive
"That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .",positive
"Smart and fun , but far more witty than it is wise .",positive
This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,positive
"And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",very positive
"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",positive
Walter Hill 's Undisputed is like a 1940s Warner Bros. .,positive
"B picture , and I mean that as a compliment .",neutral
This one is not nearly as dreadful as expected .,positive
"In fact , it 's quite fun in places .",positive
"With elements cribbed from Lang 's Metropolis , Welles ' Kane , and Eisenstein 's Potemkin , the true wonder of Rintarô 's Metropolis is the number of lasting images all its own .",neutral
A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .,neutral
The best of the Pierce Brosnan James Bond films to date .,positive
"Thanks to a small star with big heart , this family film sequel is plenty of fun for all .",very positive
"While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .",positive
"It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .",very positive
"The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .",positive
